R_bohr,E_bare_Ha,E_QED_Ha,dE_mHa,n_photon
1.0,-1.1040748062368875,-1.0596595829590785,44.415223277809005,0.015320912028375605
1.4,-1.1646077905884251,-1.1121342314689475,52.4735591194776,0.025912812970156032
2.0,-1.1325883965567136,-1.0707738939842093,61.81450257250432,0.047475116316274414
2.5,-1.0893064562243864,-1.0232978439797826,66.00861224460375,0.062159301652658774
3.0,-1.0533436493977655,-0.986577339226784,66.76631017098144,0.06532853733908148
4.0,-1.0139005163183463,-0.9511776507919995,62.72286552634687,0.048907804275558256
5.0,-1.0021313637592164,-0.9420718974008562,60.05946635836024,0.03818810291575656
