# EDGA: state=0 mode=genetic completeness=0.9900075036 n_det=11857 gen=27
  -0.027043212158829  4442311114  |0 1 2 3 9  |0 1 2 4 9 
   0.027043186164584  4443211114  |0 1 2 4 9  |0 1 2 3 9 
  -0.027043136909780  2344441111  |0 2 3 4 5  |1 2 3 4 5 
   0.027043115235311  3244441111  |1 2 3 4 5  |0 2 3 4 5 
  -0.025257686509678  4423411141  |0 1 2 4 8  |0 1 3 4 8 
   0.025257668957838  4432411141  |0 1 3 4 8  |0 1 2 4 8 
  -0.025257630479930  4234414111  |0 1 3 4 6  |0 2 3 4 6 
   0.025257605822398  4324414111  |0 2 3 4 6  |0 1 3 4 6 
  -0.024599000851102  4423411411  |0 1 2 4 7  |0 1 3 4 7 
   0.024598968327607  4432411411  |0 1 3 4 7  |0 1 2 4 7 
  -0.024598958233074  4234411411  |0 1 3 4 7  |0 2 3 4 7 
   0.024598948930002  4324411411  |0 2 3 4 7  |0 1 3 4 7 
  -0.023693446158265  4442311141  |0 1 2 3 8  |0 1 2 4 8 
   0.023693425273139  4443211141  |0 1 2 4 8  |0 1 2 3 8 
  -0.023693366233558  2344414111  |0 2 3 4 6  |1 2 3 4 6 
   0.023693362302183  3244414111  |1 2 3 4 6  |0 2 3 4 6 
  -0.022771756831566  1141144144  |2 5 6 8 9  |2 5 6 8 9 
  -0.022650844882165  1114144414  |3 5 6 7 9  |3 5 6 7 9 
  -0.022650844226079  1411141444  |1 5 7 8 9  |1 5 7 8 9 
  -0.021533171071983  1422441331  |1 2 3 4 5  |1 4 5 7 8 
  -0.021533170821733  1433441221  |1 4 5 7 8  |1 2 3 4 5 
   0.021533061824913  4334112214  |0 3 6 7 9  |0 1 2 3 9 
   0.021533061614901  4224113314  |0 1 2 3 9  |0 3 6 7 9 
   0.021262223487337  4423412131  |0 1 2 4 6  |0 1 3 4 8 
   0.021262219954664  4234412131  |0 1 3 4 6  |0 2 3 4 8 
   0.021262180147526  4432413121  |0 1 3 4 8  |0 1 2 4 6 
   0.021262178318331  4324413121  |0 2 3 4 8  |0 1 3 4 6 
  -0.021196838091678  4111114444  |0 6 7 8 9  |0 6 7 8 9 
  -0.021196837888956  1111444441  |4 5 6 7 8  |4 5 6 7 8 
   0.020978947349922  1442241133  |1 2 3 4 5  |1 2 5 8 9 
   0.020978945635969  1443341122  |1 2 5 8 9  |1 2 3 4 5 
  -0.020978846328225  3344122114  |2 3 5 6 9  |0 1 2 3 9 
  -0.020978845626259  2244133114  |0 1 2 3 9  |2 3 5 6 9 
  -0.020792385284670  4433111224  |0 1 7 8 9  |0 1 2 3 9 
  -0.020792385146554  4422111334  |0 1 2 3 9  |0 1 7 8 9 
   0.020792290142249  1224443311  |1 2 3 4 5  |3 4 5 6 7 
   0.020792289953511  1334442211  |3 4 5 6 7  |1 2 3 4 5 
   0.020765179344433  4423411213  |0 1 2 4 7  |0 1 3 4 9 
   0.020765132041733  4432411312  |0 1 3 4 9  |0 1 2 4 7 
   0.020765044713509  4234421311  |0 1 3 4 5  |0 2 3 4 7 
   0.020765016633131  4324431211  |0 2 3 4 7  |0 1 3 4 5 
   0.020088087024122  4142214133  |0 2 3 4 6  |0 2 6 8 9 
   0.020088085334070  4143314122  |0 2 6 8 9  |0 2 3 4 6 
  -0.020087987608125  3341422141  |2 4 5 6 8  |0 1 2 4 8 
  -0.020087986874176  2241433141  |0 1 2 4 8  |2 4 5 6 8 
  -0.019999963835649  4122414331  |0 2 3 4 6  |0 4 6 7 8 
  -0.019999963215098  4133414221  |0 4 6 7 8  |0 2 3 4 6 
   0.019999865472611  4331412241  |0 4 6 7 8  |0 1 2 4 8 
   0.019999864734319  4221413341  |0 1 2 4 8  |0 4 6 7 8 
   0.019876834456039  4442311213  |0 1 2 3 7  |0 1 2 4 9 
   0.019876792756296  4443211312  |0 1 2 4 9  |0 1 2 3 7 
  -0.019876642319482  2344421311  |0 2 3 4 5  |1 2 3 4 7 
  -0.019876610175206  3244431211  |1 2 3 4 7  |0 2 3 4 5 
   0.019468345926790  4343412121  |0 2 4 6 8  |0 1 2 3 4 
   0.019468345123668  4242413131  |0 1 2 3 4  |0 2 4 6 8 
   0.019284125070576  4412211433  |0 1 3 4 7  |0 1 7 8 9 
   0.019284122970886  4413311422  |0 1 7 8 9  |0 1 3 4 7 
  -0.019284021034540  3314422411  |3 4 5 6 7  |0 1 3 4 7 
  -0.019284020047888  2214433411  |0 1 3 4 7  |3 4 5 6 7 
  -0.019240778532277  1432441231  |1 3 4 5 7  |1 2 4 5 8 
  -0.019240778209203  1423441321  |1 2 4 5 8  |1 3 4 5 7 
   0.019240656771032  4324112314  |0 2 3 6 9  |0 1 3 7 9 
   0.019240655938178  4234113214  |0 1 3 7 9  |0 2 3 6 9 
  -0.019102683800801  4243412311  |0 1 2 4 6  |0 2 3 4 7 
  -0.019102676012712  4243411231  |0 1 2 4 7  |0 2 3 4 8 
  -0.019102642412250  4342413211  |0 2 3 4 7  |0 1 2 4 6 
  -0.019102636137479  4342411321  |0 2 3 4 8  |0 1 2 4 7 
  -0.018760525262388  4232312323  |0 1 3 6 8  |0 2 4 7 9 
  -0.018760475184913  4323213232  |0 2 4 7 9  |0 1 3 6 8 
  -0.018760420311099  3232432321  |1 3 4 6 8  |0 2 4 5 7 
   0.018599389206937  4342412131  |0 2 3 4 6  |0 1 2 4 8 
   0.018599388280088  4243413121  |0 1 2 4 8  |0 2 3 4 6 
  -0.018572008916460  4423111324  |0 1 2 8 9  |0 1 3 7 9 
  -0.018572008904836  4432111234  |0 1 3 7 9  |0 1 2 8 9 
   0.018571896149619  1324442311  |2 3 4 5 6  |1 3 4 5 7 
   0.018571895633048  1234443211  |1 3 4 5 7  |2 3 4 5 6 
  -0.018569434694857  1423141234  |1 2 5 7 9  |1 3 5 8 9 
  -0.018569403146992  1432141324  |1 3 5 8 9  |1 2 5 7 9 
   0.018569376185363  1234142314  |1 3 5 6 9  |2 3 5 7 9 
   0.018569355145125  1324143214  |2 3 5 7 9  |1 3 5 6 9 
   0.018534890277620  1443241123  |1 2 4 5 8  |1 2 3 5 9 
   0.018534888946319  1442341132  |1 2 3 5 9  |1 2 4 5 8 
  -0.018534775250808  3244123114  |1 2 3 5 9  |0 2 3 6 9 
  -0.018534774554359  2344132114  |0 2 3 6 9  |1 2 3 5 9 
  -0.018402719665667  4424311123  |0 1 2 3 8  |0 1 3 4 9 
  -0.018402678794978  4434211132  |0 1 3 4 9  |0 1 2 3 8 
   0.018402512215161  2434423111  |0 1 3 4 5  |1 2 3 4 6 
